,block_num,tx_time,tx_from,tx_to,tx_amount,tx_fee,account_value
0x0c14...0d12b4,38034168,"Sep 10, 2020  00:19:41  /  UTC+9",0x0c14...0d12b4,0x2968...c4e5a8,50057,0.000775,153141078.0
0xf264...d12e21,38034436,"Sep 10, 2020  00:24:09  /  UTC+9",0xf264...d12e21,0x2968...c4e5a8,0,0.001711...,153141078.0
0x9606...cf7d8c,38034875,"Sep 10, 2020  00:31:28  /  UTC+9",0x9606...cf7d8c,0x2968...c4e5a8,3200,0.000775,153144278.0
0xdebd...1ea937,38035081,"Sep 10, 2020  00:34:54  /  UTC+9",0xdebd...1ea937,0x2968...c4e5a8,-10000,0.000775,153184343.0
0xe1d4...4405d4,38035016,"Sep 10, 2020  00:33:49  /  UTC+9",0xe1d4...4405d4,0x2968...c4e5a8,65,0.000775,153184343.0
0x3248...0d4885,38035009,"Sep 10, 2020  00:33:42  /  UTC+9",0x3248...0d4885,0x2968...c4e5a8,50000,0.000775,153184343.0
0x2028...d674ca,38035150,"Sep 10, 2020  00:36:03  /  UTC+9",0x2028...d674ca,0x2968...c4e5a8,30000,0.000775,153214343.0
0xe615...645952,38035403,"Sep 10, 2020  00:40:16  /  UTC+9",0xe615...645952,0x2968...c4e5a8,0,0.001676...,153214343.0
0xdfd2...96c7f7,38035479,"Sep 10, 2020  00:41:32  /  UTC+9",0xdfd2...96c7f7,0x2968...c4e5a8,4320,0.000775,153218663.0
0x5ac5...8d6740,38035508,"Sep 10, 2020  00:42:01  /  UTC+9",0x5ac5...8d6740,0x2968...c4e5a8,1,0.000525,153218664.0
0x862a...de848a,38035674,"Sep 10, 2020  00:44:47  /  UTC+9",0x862a...de848a,0x2968...c4e5a8,15000,0.000775,153233664.0
0xaadc...d0872b,38035809,"Sep 10, 2020  00:47:02  /  UTC+9",0xaadc...d0872b,0x2968...c4e5a8,50,0.000775,153233714.0
0xf702...359cd2,38036453,"Sep 10, 2020  00:57:46  /  UTC+9",0xf702...359cd2,0x2968...c4e5a8,4075,0.000775,153237790.0
0xd2e4...ad739e,38036586,"Sep 10, 2020  00:59:59  /  UTC+9",0xd2e4...ad739e,0x2968...c4e5a8,45,0.000775,153237835.0
0x5b8a...9c7c2f,38036791,"Sep 10, 2020  01:03:24  /  UTC+9",0x5b8a...9c7c2f,0x2968...c4e5a8,1195,0.000775,153240027.0
0xdc48...54e993,38036719,"Sep 10, 2020  01:02:12  /  UTC+9",0xdc48...54e993,0x2968...c4e5a8,997,0.000775,153240027.0
0xaf71...720e97,38036991,"Sep 10, 2020  01:06:44  /  UTC+9",0xaf71...720e97,0x2968...c4e5a8,-1,0.000775,153240026.0
0xd316...be0894,38037450,"Sep 10, 2020  01:14:23  /  UTC+9",0xd316...be0894,0x2968...c4e5a8,20,0.000775,153240368.0
0x32c7...e79acc,38037378,"Sep 10, 2020  01:13:11  /  UTC+9",0x32c7...e79acc,0x2968...c4e5a8,316,0.000775,153240368.0
0xd338...c43d08,38037244,"Sep 10, 2020  01:10:57  /  UTC+9",0xd338...c43d08,0x2968...c4e5a8,5,0.000775,153240368.0
0x26f6...aba48b,38038283,"Sep 10, 2020  01:28:16  /  UTC+9",0x26f6...aba48b,0x2968...c4e5a8,189883,0.000775,153430251.0
0x13f0...6f5822,38038573,"Sep 10, 2020  01:33:06  /  UTC+9",0x13f0...6f5822,0x2968...c4e5a8,-19,0.000775,153430231.0
0x797a...c5f80d,38038740,"Sep 10, 2020  01:35:53  /  UTC+9",0x797a...c5f80d,0x2968...c4e5a8,1000,0.000775,153431231.0
0x7819...f00c6b,38039046,"Sep 10, 2020  01:41:24  /  UTC+9",0x7819...f00c6b,0x2968...c4e5a8,1,0.000775,153431232.0
0x82a8...706b49,38039430,"Sep 10, 2020  01:49:11  /  UTC+9",0x82a8...706b49,0x2968...c4e5a8,6093,0.000775,153437325.0
0xb57b...739f3e,38041288,"Sep 10, 2020  02:20:09  /  UTC+9",0xb57b...739f3e,0x2968...c4e5a8,45,0.000775,153437370.0
0xf070...c37a40,38041743,"Sep 10, 2020  02:27:44  /  UTC+9",0xf070...c37a40,0x2968...c4e5a8,189,0.000775,153437559.0
0xadd9...124543,38043880,"Sep 10, 2020  03:03:22  /  UTC+9",0xadd9...124543,0x2968...c4e5a8,-1532,0.000775,153436027.0
0x6a02...68005b,38045073,"Sep 10, 2020  03:23:15  /  UTC+9",0x6a02...68005b,0x2968...c4e5a8,6477,0.000775,153442505.0
0xdf22...d4045c,38045395,"Sep 10, 2020  03:28:37  /  UTC+9",0xdf22...d4045c,0x2968...c4e5a8,9,0.000775,153442514.0
0x5726...f4d002,38048977,"Sep 10, 2020  04:28:19  /  UTC+9",0x5726...f4d002,0x2968...c4e5a8,1,0.000775,153442515.0
0x7c53...64521e,38049175,"Sep 10, 2020  04:31:37  /  UTC+9",0x7c53...64521e,0x2968...c4e5a8,20000,0.000775,153462515.0
0x4cdc...6c74d6,38051223,"Sep 10, 2020  05:05:45  /  UTC+9",0x4cdc...6c74d6,0x2968...c4e5a8,50,0.000775,153462565.0
0x4ecc...32b4e5,38051934,"Sep 10, 2020  05:17:36  /  UTC+9",0x4ecc...32b4e5,0x2968...c4e5a8,50,0.000775,153462615.0
0x8a82...9647d4,38052578,"Sep 10, 2020  05:28:20  /  UTC+9",0x8a82...9647d4,0x2968...c4e5a8,100000,0.000775,153562615.0
0x0d0c...214c70,38053351,"Sep 10, 2020  05:41:13  /  UTC+9",0x0d0c...214c70,0x2968...c4e5a8,10000,0.000775,153572615.0
0x55f1...7998ab,38054190,"Sep 10, 2020  05:55:12  /  UTC+9",0x55f1...7998ab,0x2968...c4e5a8,40,0.000775,153572655.0
0x0b16...681cdf,38055734,"Sep 10, 2020  06:20:56  /  UTC+9",0x0b16...681cdf,0x2968...c4e5a8,18000,0.000775,153590655.0
0xfbcf...78eb4d,38056696,"Sep 10, 2020  06:36:58  /  UTC+9",0xfbcf...78eb4d,0x2968...c4e5a8,-14477,0.000775,153576177.0
0xf88d...205bf5,38056892,"Sep 10, 2020  06:40:14  /  UTC+9",0xf88d...205bf5,0x2968...c4e5a8,5,0.000775,153576182.0
0xa0e3...239bc2,38058176,"Sep 10, 2020  07:01:38  /  UTC+9",0xa0e3...239bc2,0x2968...c4e5a8,1010,0.000775,153577192.0
0xb733...5ff7c6,38058243,"Sep 10, 2020  07:02:45  /  UTC+9",0xb733...5ff7c6,0x2968...c4e5a8,119588,0.000775,153696780.0
0x5e80...6211eb,38058591,"Sep 10, 2020  07:08:33  /  UTC+9",0x5e80...6211eb,0x2968...c4e5a8,-26315,0.000775,153670465.0
0x5bc2...da43d8,38059148,"Sep 10, 2020  07:17:50  /  UTC+9",0x5bc2...da43d8,0x2968...c4e5a8,3,0.000775,153670468.0
0x6210...b40da9,38059419,"Sep 10, 2020  07:22:21  /  UTC+9",0x6210...b40da9,0x2968...c4e5a8,-870,0.000775,153669598.0
0x3cef...9ee7f4,38061062,"Sep 10, 2020  07:49:44  /  UTC+9",0x3cef...9ee7f4,0x2968...c4e5a8,-2,0.000775,153669595.0
0xbf3f...d49195,38061587,"Sep 10, 2020  07:58:29  /  UTC+9",0xbf3f...d49195,0x2968...c4e5a8,5319,0.000775,153674914.0
0xee35...9eab80,38061785,"Sep 10, 2020  08:01:47  /  UTC+9",0xee35...9eab80,0x2968...c4e5a8,1,0.000775,153674915.0
0xa39f...c3859b,38061919,"Sep 10, 2020  08:04:01  /  UTC+9",0xa39f...c3859b,0x2968...c4e5a8,48337,0.000775,153723252.0
0x20ca...055508,38062180,"Sep 10, 2020  08:08:22  /  UTC+9",0x20ca...055508,0x2968...c4e5a8,500000,0.000775,154223252.0
0x4bb2...5a1825,38062267,"Sep 10, 2020  08:09:49  /  UTC+9",0x4bb2...5a1825,0x2968...c4e5a8,-3799,0.000775,154237452.0
0x191b...525786,38062248,"Sep 10, 2020  08:09:30  /  UTC+9",0x191b...525786,0x2968...c4e5a8,18000,0.000775,154237452.0
0x0c85...dee630,38062657,"Sep 10, 2020  08:16:19  /  UTC+9",0x0c85...dee630,0x2968...c4e5a8,-26315,0.000775,154211137.0
0x9765...a41722,38063151,"Sep 10, 2020  08:24:33  /  UTC+9",0x9765...a41722,0x2968...c4e5a8,60000,0.000775,154271137.0
0x5aae...a29ae3,38064179,"Sep 10, 2020  08:41:41  /  UTC+9",0x5aae...a29ae3,0x2968...c4e5a8,1,0.000775,154271138.0
0x0d59...45716b,38064507,"Sep 10, 2020  08:47:09  /  UTC+9",0x0d59...45716b,0x2968...c4e5a8,1,0.000775,154271139.0
0xf103...f52e41,38064551,"Sep 10, 2020  08:47:53  /  UTC+9",0xf103...f52e41,0x2968...c4e5a8,-4128,0.000775,154267010.0
0xe484...727253,38064691,"Sep 10, 2020  08:50:13  /  UTC+9",0xe484...727253,0x2968...c4e5a8,-3000,0.000775,154264010.0
0xbb6d...051df6,38065333,"Sep 10, 2020  09:00:55  /  UTC+9",0xbb6d...051df6,0x2968...c4e5a8,-2901,0.000775,154261109.0
0x76b0...9b5083,38065910,"Sep 10, 2020  09:10:32  /  UTC+9",0x76b0...9b5083,0x2968...c4e5a8,-279,0.000775,154260829.0
0x6903...0b196c,38066173,"Sep 10, 2020  09:14:55  /  UTC+9",0x6903...0b196c,0x2968...c4e5a8,-22371,0.000775,154238458.0
0xf5d2...af0bd8,38066242,"Sep 10, 2020  09:16:04  /  UTC+9",0xf5d2...af0bd8,0x2968...c4e5a8,22371,0.000775,154260829.0
0x1558...3d824e,38066509,"Sep 10, 2020  09:20:31  /  UTC+9",0x1558...3d824e,0x2968...c4e5a8,50,0.000775,154260879.0
0x5212...ddd37d,38067131,"Sep 10, 2020  09:30:53  /  UTC+9",0x5212...ddd37d,0x2968...c4e5a8,-5592,0.000775,154255286.0
0xce1c...5a3b1b,38067271,"Sep 10, 2020  09:33:13  /  UTC+9",0xce1c...5a3b1b,0x2968...c4e5a8,-48332,0.000775,154208528.0
0x6543...30dad1,38067219,"Sep 10, 2020  09:32:21  /  UTC+9",0x6543...30dad1,0x2968...c4e5a8,1573,0.000775,154208528.0
0x4ae5...71ce7c,38067422,"Sep 10, 2020  09:35:44  /  UTC+9",0x4ae5...71ce7c,0x2968...c4e5a8,25000,0.000775,154208598.0
0x4ce1...804281,38067354,"Sep 10, 2020  09:34:36  /  UTC+9",0x4ce1...804281,0x2968...c4e5a8,70,0.000775,154208598.0
0xfbad...4364b4,38067284,"Sep 10, 2020  09:33:26  /  UTC+9",0xfbad...4364b4,0x2968...c4e5a8,-25000,0.000775,154208598.0
0xdf0a...2e11df,38067610,"Sep 10, 2020  09:38:52  /  UTC+9",0xdf0a...2e11df,0x2968...c4e5a8,-2564,0.000775,154206034.0
0x52b0...245eed,38067745,"Sep 10, 2020  09:41:07  /  UTC+9",0x52b0...245eed,0x2968...c4e5a8,-2080,0.000775,154203954.0
0xfbfe...fb3e27,38068326,"Sep 10, 2020  09:50:48  /  UTC+9",0xfbfe...fb3e27,0x2968...c4e5a8,10,0.000775,154203964.0
0x28ab...e118e7,38069178,"Sep 10, 2020  10:05:00  /  UTC+9",0x28ab...e118e7,0x2968...c4e5a8,900000,0.000775,155203308.0
0x13df...506fd5,38069043,"Sep 10, 2020  10:02:45  /  UTC+9",0x13df...506fd5,0x2968...c4e5a8,100000,0.000775,155203308.0
0xb813...64edc7,38069021,"Sep 10, 2020  10:02:23  /  UTC+9",0xb813...64edc7,0x2968...c4e5a8,-1000,0.000775,155203308.0
0x6966...5ffa29,38068909,"Sep 10, 2020  10:00:31  /  UTC+9",0x6966...5ffa29,0x2968...c4e5a8,344,0.000775,155203308.0
0x59de...ecac0a,38069223,"Sep 10, 2020  10:05:45  /  UTC+9",0x59de...ecac0a,0x2968...c4e5a8,-2346,0.000775,155200962.0
0xe7bd...dcc2e3,38069503,"Sep 10, 2020  10:10:25  /  UTC+9",0xe7bd...dcc2e3,0x2968...c4e5a8,100,0.000775,155201062.0
0x2127...2731f6,38069574,"Sep 10, 2020  10:11:36  /  UTC+9",0x2127...2731f6,0x2968...c4e5a8,50,0.000775,155201112.0
0xc23a...ec459f,38069641,"Sep 10, 2020  10:12:43  /  UTC+9",0xc23a...ec459f,0x2968...c4e5a8,500000,0.000775,155701112.0
0x57b7...3d46a6,38069933,"Sep 10, 2020  10:17:35  /  UTC+9",0x57b7...3d46a6,0x2968...c4e5a8,-15000,0.000775,155686112.0
0xd1d2...eae36c,38070135,"Sep 10, 2020  10:20:57  /  UTC+9",0xd1d2...eae36c,0x2968...c4e5a8,-592,0.000775,155685519.0
0x5e2f...53cdff,38070236,"Sep 10, 2020  10:22:38  /  UTC+9",0x5e2f...53cdff,0x2968...c4e5a8,50,0.000775,156186162.0
0x324a...d54497,38070232,"Sep 10, 2020  10:22:34  /  UTC+9",0x324a...d54497,0x2968...c4e5a8,592,0.000775,156186162.0
0xc728...7336ef,38070228,"Sep 10, 2020  10:22:30  /  UTC+9",0xc728...7336ef,0x2968...c4e5a8,500000,0.000775,156186162.0
0x5e1d...c98921,38070370,"Sep 10, 2020  10:24:52  /  UTC+9",0x5e1d...c98921,0x2968...c4e5a8,5582,0.000775,156191744.0
0x99b8...c7d595,38070437,"Sep 10, 2020  10:25:59  /  UTC+9",0x99b8...c7d595,0x2968...c4e5a8,41649,0.000775,156233393.0
0x4280...c586b5,38070713,"Sep 10, 2020  10:30:35  /  UTC+9",0x4280...c586b5,0x2968...c4e5a8,-1,0.000775,156233392.0
0x8640...29f5dd,38070849,"Sep 10, 2020  10:32:51  /  UTC+9",0x8640...29f5dd,0x2968...c4e5a8,-60000,0.000775,156173717.0
0x9dc7...1356b9,38070828,"Sep 10, 2020  10:32:30  /  UTC+9",0x9dc7...1356b9,0x2968...c4e5a8,325,0.000775,156173717.0
0x5566...0f3b5c,38070901,"Sep 10, 2020  10:33:43  /  UTC+9",0x5566...0f3b5c,0x2968...c4e5a8,3531,0.000775,156177249.0
0x191c...568f4f,38071035,"Sep 10, 2020  10:35:57  /  UTC+9",0x191c...568f4f,0x2968...c4e5a8,100,0.000775,156177349.0
0x2957...f5d706,38071359,"Sep 10, 2020  10:41:21  /  UTC+9",0x2957...f5d706,0x2968...c4e5a8,99,0.000775,156177448.0
0x33a8...f8b1cc,38071622,"Sep 10, 2020  10:45:44  /  UTC+9",0x33a8...f8b1cc,0x2968...c4e5a8,39900,0.000775,156217348.0
0x7c73...78f588,38072205,"Sep 10, 2020  10:55:27  /  UTC+9",0x7c73...78f588,0x2968...c4e5a8,-433,0.000775,156200958.0
0xa7ca...027f86,38072205,"Sep 10, 2020  10:55:27  /  UTC+9",0xa7ca...027f86,0x2968...c4e5a8,5000,0.000775,156200958.0
0x09c2...ec5009,38072193,"Sep 10, 2020  10:55:15  /  UTC+9",0x09c2...ec5009,0x2968...c4e5a8,-20955,0.000775,156200958.0
0xf589...b68c1c,38072595,"Sep 10, 2020  11:01:57  /  UTC+9",0xf589...b68c1c,0x2968...c4e5a8,29420,0.000775,156230379.0
0x00aa...342c2a,38072794,"Sep 10, 2020  11:05:17  /  UTC+9",0x00aa...342c2a,0x2968...c4e5a8,1417,0.000775,156233359.0
0x3271...7e4922,38072790,"Sep 10, 2020  11:05:13  /  UTC+9",0x3271...7e4922,0x2968...c4e5a8,2000,0.000775,156233359.0
0xfc48...4e856d,38072718,"Sep 10, 2020  11:04:01  /  UTC+9",0xfc48...4e856d,0x2968...c4e5a8,-437,0.000775,156233359.0
0x6898...15e395,38073050,"Sep 10, 2020  11:09:33  /  UTC+9",0x6898...15e395,0x2968...c4e5a8,-5592,0.000775,156227766.0
0xfbf8...645a3a,38073122,"Sep 10, 2020  11:10:45  /  UTC+9",0xfbf8...645a3a,0x2968...c4e5a8,-10,0.000775,156227756.0
0x82fd...f16cfe,38073527,"Sep 10, 2020  11:17:30  /  UTC+9",0x82fd...f16cfe,0x2968...c4e5a8,-1500000,0.000775,154721642.0
0x6bd6...1bc642,38073523,"Sep 10, 2020  11:17:26  /  UTC+9",0x6bd6...1bc642,0x2968...c4e5a8,50,0.000775,154721642.0
0x4ed8...7549a7,38073453,"Sep 10, 2020  11:16:16  /  UTC+9",0x4ed8...7549a7,0x2968...c4e5a8,-11164,0.000775,154721642.0
0x1062...26b99f,38073450,"Sep 10, 2020  11:16:13  /  UTC+9",0x1062...26b99f,0x2968...c4e5a8,5000,0.000775,154721642.0
0xbfc5...1199e3,38073664,"Sep 10, 2020  11:19:47  /  UTC+9",0xbfc5...1199e3,0x2968...c4e5a8,5000,0.000775,154713407.0
0x2bc7...a9cff4,38073659,"Sep 10, 2020  11:19:42  /  UTC+9",0x2bc7...a9cff4,0x2968...c4e5a8,976,0.000775,154713407.0
0x1296...e4a141,38073540,"Sep 10, 2020  11:17:43  /  UTC+9",0x1296...e4a141,0x2968...c4e5a8,-14210,0.000775,154713407.0
0x0a49...8a3c92,38073932,"Sep 10, 2020  11:24:15  /  UTC+9",0x0a49...8a3c92,0x2968...c4e5a8,-17072,0.000775,154702348.0
0xd7e1...478cf1,38073801,"Sep 10, 2020  11:22:04  /  UTC+9",0xd7e1...478cf1,0x2968...c4e5a8,6013,0.000775,154702348.0
0x21e3...4a2e90,38073997,"Sep 10, 2020  11:25:20  /  UTC+9",0x21e3...4a2e90,0x2968...c4e5a8,13392,0.000775,154715740.0
0xfd72...c6a205,38074259,"Sep 10, 2020  11:29:42  /  UTC+9",0xfd72...c6a205,0x2968...c4e5a8,479,0.000775,154716219.0
0x2bde...6ae52e,38074331,"Sep 10, 2020  11:30:54  /  UTC+9",0x2bde...6ae52e,0x2968...c4e5a8,21068,0.000775,154737287.0
0x4945...da268b,38074978,"Sep 10, 2020  11:41:41  /  UTC+9",0x4945...da268b,0x2968...c4e5a8,100,0.000775,154687067.0
0x63d4...748976,38074576,"Sep 10, 2020  11:34:59  /  UTC+9",0x63d4...748976,0x2968...c4e5a8,-50320,0.000775,154687067.0
0x7579...4e86b2,38075174,"Sep 10, 2020  11:44:57  /  UTC+9",0x7579...4e86b2,0x2968...c4e5a8,54692,0.000775,154741759.0
0xdeec...2c46a9,38075410,"Sep 10, 2020  11:48:53  /  UTC+9",0xdeec...2c46a9,0x2968...c4e5a8,-19487,0.000775,154722271.0
0xfca7...da23ed,38075859,"Sep 10, 2020  11:56:22  /  UTC+9",0xfca7...da23ed,0x2968...c4e5a8,-22370,0.000775,154699901.0
0x17f3...4dbfe8,38076079,"Sep 10, 2020  12:00:02  /  UTC+9",0x17f3...4dbfe8,0x2968...c4e5a8,20,0.000775,154699921.0
0x3c38...672d2f,38076250,"Sep 10, 2020  12:02:53  /  UTC+9",0x3c38...672d2f,0x2968...c4e5a8,-3000,0.000775,154696921.0
0xdeb0...b451e1,38076343,"Sep 10, 2020  12:04:26  /  UTC+9",0xdeb0...b451e1,0x2968...c4e5a8,18000,0.000775,154714921.0
0x0a7f...4094cb,38076618,"Sep 10, 2020  12:09:01  /  UTC+9",0x0a7f...4094cb,0x2968...c4e5a8,1000000,0.000775,155714971.0
0x3f50...2f9d60,38076419,"Sep 10, 2020  12:05:42  /  UTC+9",0x3f50...2f9d60,0x2968...c4e5a8,50,0.000775,155714971.0
0x692f...e96c5f,38076820,"Sep 10, 2020  12:12:23  /  UTC+9",0x692f...e96c5f,0x2968...c4e5a8,5,0.000775,155714976.0
0x279d...9f751e,38077169,"Sep 10, 2020  12:18:12  /  UTC+9",0x279d...9f751e,0x2968...c4e5a8,-700000,0.000775,155015016.0
0xc1b7...161698,38077014,"Sep 10, 2020  12:15:37  /  UTC+9",0xc1b7...161698,0x2968...c4e5a8,50,0.000775,155015016.0
0x8aa2...8f80f8,38076968,"Sep 10, 2020  12:14:51  /  UTC+9",0x8aa2...8f80f8,0x2968...c4e5a8,-10,0.000775,155015016.0
0x16fc...5ba69b,38077369,"Sep 10, 2020  12:21:32  /  UTC+9",0x16fc...5ba69b,0x2968...c4e5a8,-600,0.000775,155014416.0
0x76a9...7222b2,38078635,"Sep 10, 2020  12:42:38  /  UTC+9",0x76a9...7222b2,0x2968...c4e5a8,5976,0.000775,155018027.0
0x8fb7...9b129e,38078577,"Sep 10, 2020  12:41:40  /  UTC+9",0x8fb7...9b129e,0x2968...c4e5a8,-4681,0.000775,155018027.0
0xe9f0...fdefc4,38078501,"Sep 10, 2020  12:40:24  /  UTC+9",0xe9f0...fdefc4,0x2968...c4e5a8,2316,0.000775,155018027.0
0x5e88...eb9435,38078703,"Sep 10, 2020  12:43:46  /  UTC+9",0x5e88...eb9435,0x2968...c4e5a8,4681,0.000775,155022709.0
0x0157...86bf85,38078777,"Sep 10, 2020  12:45:00  /  UTC+9",0x0157...86bf85,0x2968...c4e5a8,-22371,0.000775,155000388.0
0x5234...10d82e,38078776,"Sep 10, 2020  12:44:59  /  UTC+9",0x5234...10d82e,0x2968...c4e5a8,50,0.000775,155000388.0
0x47e4...7b7f83,38079041,"Sep 10, 2020  12:49:24  /  UTC+9",0x47e4...7b7f83,0x2968...c4e5a8,661,0.000775,155001049.0
0x13ea...96451c,38079621,"Sep 10, 2020  12:59:04  /  UTC+9",0x13ea...96451c,0x2968...c4e5a8,10000,0.000775,155011049.0
0x65e7...fd531a,38079821,"Sep 10, 2020  13:02:24  /  UTC+9",0x65e7...fd531a,0x2968...c4e5a8,490000,0.000775,155501049.0
0x1703...de5cf1,38080016,"Sep 10, 2020  13:05:39  /  UTC+9",0x1703...de5cf1,0x2968...c4e5a8,150000,0.000775,155651049.0
0x7367...6a14a0,38080113,"Sep 10, 2020  13:07:16  /  UTC+9",0x7367...6a14a0,0x2968...c4e5a8,-2000,0.000775,156149099.0
0x5f9c...0aa8a4,38080093,"Sep 10, 2020  13:06:56  /  UTC+9",0x5f9c...0aa8a4,0x2968...c4e5a8,500000,0.000775,156149099.0
0xf961...27c8bb,38080088,"Sep 10, 2020  13:06:51  /  UTC+9",0xf961...27c8bb,0x2968...c4e5a8,50,0.000775,156149099.0
0x5bb7...aa4e66,38081000,"Sep 10, 2020  13:22:03  /  UTC+9",0x5bb7...aa4e66,0x2968...c4e5a8,50,0.000775,156149149.0
0xcb24...c8ad51,38082977,"Sep 10, 2020  13:55:00  /  UTC+9",0xcb24...c8ad51,0x2968...c4e5a8,13910,0.000775,155203461.0
0x24c4...ca3d2d,38082777,"Sep 10, 2020  13:51:40  /  UTC+9",0x24c4...ca3d2d,0x2968...c4e5a8,24568,0.000775,155203461.0
0xbd81...28c7c1,38082585,"Sep 10, 2020  13:48:28  /  UTC+9",0xbd81...28c7c1,0x2968...c4e5a8,-999990,0.000775,155203461.0
0x8d4c...fd5897,38082579,"Sep 10, 2020  13:48:22  /  UTC+9",0x8d4c...fd5897,0x2968...c4e5a8,10000,0.000775,155203461.0
0xf286...ed761f,38082316,"Sep 10, 2020  13:43:59  /  UTC+9",0xf286...ed761f,0x2968...c4e5a8,-11000,0.000775,155203461.0
0xb674...993ea9,38082113,"Sep 10, 2020  13:40:36  /  UTC+9",0xb674...993ea9,0x2968...c4e5a8,-3981,0.000775,155203461.0
0x6046...c511d9,38081929,"Sep 10, 2020  13:37:32  /  UTC+9",0x6046...c511d9,0x2968...c4e5a8,50,0.000775,155203461.0
0x0be1...246426,38081796,"Sep 10, 2020  13:35:19  /  UTC+9",0x0be1...246426,0x2968...c4e5a8,50,0.000775,155203461.0
0x631d...d1a9e1,38081532,"Sep 10, 2020  13:30:55  /  UTC+9",0x631d...d1a9e1,0x2968...c4e5a8,0,0.000775,155203461.0
0xcde1...76602a,38081532,"Sep 10, 2020  13:30:55  /  UTC+9",0xcde1...76602a,0x2968...c4e5a8,-22371,0.000775,155203461.0
0x2bca...bdcdf5,38081459,"Sep 10, 2020  13:29:42  /  UTC+9",0x2bca...bdcdf5,0x2968...c4e5a8,50,0.000775,155203461.0
0xbd6a...228f47,38081331,"Sep 10, 2020  13:27:34  /  UTC+9",0xbd6a...228f47,0x2968...c4e5a8,-6900,0.000775,155203461.0
0x404e...b7c3b0,38081195,"Sep 10, 2020  13:25:18  /  UTC+9",0x404e...b7c3b0,0x2968...c4e5a8,50025,0.000775,155203461.0
0xbb5b...2e1b6b,38081130,"Sep 10, 2020  13:24:13  /  UTC+9",0xbb5b...2e1b6b,0x2968...c4e5a8,-100,0.000775,155203461.0
0x8073...bc475b,38083112,"Sep 10, 2020  13:57:15  /  UTC+9",0x8073...bc475b,0x2968...c4e5a8,55,0.000775,155203516.0
0xa8a2...811787,38083829,"Sep 10, 2020  14:09:12  /  UTC+9",0xa8a2...811787,0x2968...c4e5a8,2373,0.000775,155225889.0
0x2d01...e5b9a9,38083631,"Sep 10, 2020  14:05:54  /  UTC+9",0x2d01...e5b9a9,0x2968...c4e5a8,20000,0.000775,155225889.0
0x1101...5e178e,38084298,"Sep 10, 2020  14:17:01  /  UTC+9",0x1101...5e178e,0x2968...c4e5a8,-5000,0.000775,155220889.0
0x453b...56c288,38084355,"Sep 10, 2020  14:17:58  /  UTC+9",0x453b...56c288,0x2968...c4e5a8,50,0.000775,155220939.0
0x1afd...f49224,38084559,"Sep 10, 2020  14:21:22  /  UTC+9",0x1afd...f49224,0x2968...c4e5a8,-22371,0.000775,155198568.0
0x1bf5...0751c0,38084640,"Sep 10, 2020  14:22:43  /  UTC+9",0x1bf5...0751c0,0x2968...c4e5a8,-1,0.000775,155198567.0
0x513d...d96db8,38085007,"Sep 10, 2020  14:28:50  /  UTC+9",0x513d...d96db8,0x2968...c4e5a8,1,0.000775,137198569.0
0x7bcd...70b986,38084883,"Sep 10, 2020  14:26:46  /  UTC+9",0x7bcd...70b986,0x2968...c4e5a8,-17999999,0.000775,137198569.0
0xe08f...2bf9f1,38085467,"Sep 10, 2020  14:36:30  /  UTC+9",0xe08f...2bf9f1,0x2968...c4e5a8,199000,0.000775,137397569.0
0x56d1...f4412d,38085790,"Sep 10, 2020  14:41:53  /  UTC+9",0x56d1...f4412d,0x2968...c4e5a8,30000,0.000775,137426742.0
0x2b85...26fa0f,38085768,"Sep 10, 2020  14:41:31  /  UTC+9",0x2b85...26fa0f,0x2968...c4e5a8,-826,0.000775,137426742.0
0xd0b2...fb6cf8,38085925,"Sep 10, 2020  14:44:08  /  UTC+9",0xd0b2...fb6cf8,0x2968...c4e5a8,1,0.000775,137426743.0
0xe78b...1e43f1,38086066,"Sep 10, 2020  14:46:29  /  UTC+9",0xe78b...1e43f1,0x2968...c4e5a8,45000,0.000775,137531743.0
0x8de7...0f1328,38086061,"Sep 10, 2020  14:46:24  /  UTC+9",0x8de7...0f1328,0x2968...c4e5a8,60000,0.000775,137531743.0
0x589b...12fb81,38086201,"Sep 10, 2020  14:48:44  /  UTC+9",0x589b...12fb81,0x2968...c4e5a8,60000,0.000775,137591743.0
0x90c1...5bc491,38086726,"Sep 10, 2020  14:57:29  /  UTC+9",0x90c1...5bc491,0x2968...c4e5a8,6000,0.000775,137644941.0
0x3e37...1ca9d2,38086592,"Sep 10, 2020  14:55:15  /  UTC+9",0x3e37...1ca9d2,0x2968...c4e5a8,47198,0.000775,137644941.0
0x03d8...46be3a,38086863,"Sep 10, 2020  14:59:46  /  UTC+9",0x03d8...46be3a,0x2968...c4e5a8,-22370,0.000775,137622540.0
0xda09...92a1ae,38086851,"Sep 10, 2020  14:59:34  /  UTC+9",0xda09...92a1ae,0x2968...c4e5a8,-30,0.000775,137622540.0
0x9875...e1b734,38087120,"Sep 10, 2020  15:04:03  /  UTC+9",0x9875...e1b734,0x2968...c4e5a8,50,0.000775,137622590.0
0x009b...e7fc9f,38087382,"Sep 10, 2020  15:08:25  /  UTC+9",0x009b...e7fc9f,0x2968...c4e5a8,5000,0.000775,137627590.0
0x1ddf...88481d,38088867,"Sep 10, 2020  15:33:10  /  UTC+9",0x1ddf...88481d,0x2968...c4e5a8,50,0.000775,137627640.0
